num,title,publishDate,articleId,isYW
15,关于义乌市供销合作社联合社农资储备服务项目中标(成交)结果公告[浙江科信联合工程项目管理咨询有限公司],1701416323000,JkrksvHnhPosfFw56T9HKw==,0
16,关于义乌市人民法院指挥中心建设项目中标(成交)结果公告[义乌市政府采购中心],1701412282000,UmK1foBd1gAJU0nAfGncuA==,0
17,关于义乌市机关后勤服务中心义乌行政6号楼、7号楼、海关西区模改数安防系统升级改造项目中标(成交)结果公告[义乌市政府采购中心],1701393092000,4tj/0KdOllfTCclOwq1ozw==,0
18,关于2023年义乌城区道路交通安全设施维护及零星维修项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1701332042000,j6wu8n49UGmJdIlquJsm5A==,0
19,关于义乌市福田街道2024年诚信社区清扫保洁服务项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1701328830000,g5gfN9gqJKslcLORUSnglg==,0
20,关于义乌市美术馆开馆展及配套服务采购项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1701247730000,wIUesTeLAKxov3NEX8SLUw==,0
21,关于义乌市公安局2024年度民警、职工、辅警意外伤害、重大疾病等保险采购项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1701243342000,XjyQDtWHGtkG3pj0sG8qcw==,0
22,关于义乌市教育局中小学学生用作业本采购项目中标(成交)结果公告[义乌市政府采购中心],1701158083000,zJBn7O1cownRrLjG47u64w==,0
23,关于义乌市市场监督管理局叉车安全监控采购项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1701150578000,O1zZdflFnkNdo+Nj4hQKEA==,0
24,关于义乌市人民法院Ｅ码治理采购项目中标(成交)结果公告[义乌市政府采购中心],1701139442000,GWoMieFkArSipvYV1pCTiw==,0
25,关于浙江省机电技师学院增材制造实训室建设中标(成交)结果公告[义乌市政府采购中心],1701069995000,qAmTCxC2FgKXIr4Ma5IhVg==,0
26,关于浙江大学医学院附属第四医院彩色多普勒超声诊断仪采购中标(成交)结果公告[义乌市政府采购中心],1701047693000,nMpHpvBFEfKx1DMgmzXxQw==,0
27,关于义乌市公安局2023年“雪亮工程”扩量项目中标(成交)结果公告[义乌市政府采购中心],1700812876000,OtrkOIecEZZ5W+MEMSrGsA==,0
28,关于义乌市中心医院钢质防火门采购中标(成交)结果公告[浙江开平企业管理咨询有限公司],1700810949000,fJrKITh1aDHgTpmyNMs2vQ==,0
29,关于浙江省机电技师学院数字化校园技防和数字化校园多媒体设备资源（第二期）建设采购中标(成交)结果公告[义乌市政府采购中心],1700789136000,K9A7sPbvSgCgXm9iR1vNGQ==,0
30,关于浙江大学医学院附属第四医院医共体廿三里院区电子胃肠镜采购项目中标(成交)结果公告[义乌市政府采购中心],1700727329000,ZB9DLmS/x09XrOFEWfssXw==,0
31,关于浙江大学医学院附属第四医院医共体廿三里院区Ｘ线摄影设备（DR）采购项目中标(成交)结果公告[义乌市政府采购中心],1700726948000,haAYay65KQzsxl1s4W9JKw==,0
32,关于义乌市中心医院高端智能综合模拟人采购项目中标(成交)结果公告[义乌市政府采购中心],1700723744000,ftsp8VJQ3WkbWgNte0suOg==,0
33,赣商（义乌）酒店管理有限公司入围义乌市2023-2024年度培训服务开放式框架协议采购项目的结果公告,1700637000000,4Q6FwBs2i+3mEk9h196T3w==,0
34,关于浙江省机电技师学院数字化校园（二期）建设采购中标(成交)结果公告[义乌市政府采购中心],1700618194000,3VR3tyGl+26QUM7u1QXFsg==,0
35,义乌市含弘物业服务有限公司入围2023-2024年度云和县物业管理服务开放式框架协议采购项目的结果公告,1700529600000,iFns26E0sHLVup04KYz0qA==,0
36,关于浙江省机电技师学院世赛货运代理竞赛体系建设项目中标(成交)结果公告[义乌市政府采购中心],1700448260000,7QxOHv7zLS2yxyRm+XMmaA==,0
37,关于义乌市机关后勤服务中心行政四号楼物业管理服务采购中标(成交)结果公告[义乌市政府采购中心],1700445704000,rzJghGS+HTqWxlY0iQBpQg==,0
38,关于义乌市福田街道消防技术服务采购项目中标(成交)结果公告[浙江明达工程造价咨询有限公司],1700442313000,+w3hiAnIWaLMGB1EIrzDPQ==,0
39,关于义乌市福田街道出租房管理服务采购项目中标(成交)结果公告[浙江明达工程造价咨询有限公司],1700442307000,CicLkLcKFpLgdm0Aa/gFHQ==,0
40,关于浙江省机电技师学院无人机协同创新实训基地采购项目中标(成交)结果公告[义乌市政府采购中心],1700189326000,Zm+DlMjk/69PSB669aBVOA==,0
41,关于义乌市督查考绩办公室义乌市数字督考系统采购项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1700129588000,b28d3atbVzCiMx0ttz/bfQ==,0
42,关于义乌市公园定向音响系统集成采购项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1700111658000,H7F+mm6nCPO2QqGyf6RHhQ==,0
43,关于义乌市九龙联动治水试点项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1700027279000,0Ft4NnoVX2cICH8sIEqibg==,0
44,义乌市鸿图物业管理有限公司入围2023-2024年度湖州市本级（含吴兴区、南浔区） 政府采购物业服务框架协议项目的结果公告,1700016600000,tU+rhtuJSP3KsQPx4mrVqQ==,0
45,关于义乌市义亭镇工业区2024-2025年度清扫保洁及垃圾清运服务项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1699951661000,ufjkoiWz7AdEGBFEQfryrQ==,0
46,关于义乌市义亭镇镇区2024-2025年度清扫保洁及垃圾清运服务项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1699951643000,qeoHWRVbRbpMaPKiVOBw9w==,0
47,关于义乌市北苑街道花园社区清扫保洁服务项目中标(成交)结果公告[浙江宏誉工程咨询有限公司],1699930823000,vDXV/GZDr4te+ZG5AqPtyw==,0
48,关于浙江省机电技师学院云计算教学竞赛实训平台建设采购中标(成交)结果公告[义乌市政府采购中心],1699861014000,4Ca4Oil+gs6e8ROa3KF6/A==,0
49,关于义乌工商职业技术学院图书馆气体灭火装置采购项目中标(成交)结果公告[浙江科信联合工程项目管理咨询有限公司],1699859584000,wL6dkQOJFGrbG56al+a+cQ==,0
50,关于义乌工商职业技术学院智慧教室建设采购中标(成交)结果公告[浙江开平企业管理咨询有限公司],1699837208000,7dAKaYNcoWxOa1vP1qm7ww==,0
51,关于金华市生态环境局义乌分局14个乡镇（街道）空气自动监测站运维服务项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1699594416000,61ww4GVxc8ImcJlyGs+Twg==,0
52,关于义乌工商职业技术学院工业互联网实训平台采购中标(成交)结果公告[浙江开平企业管理咨询有限公司],1699513891000,NNnDX1X2ogTWZSe3lj+Ikw==,0
53,关于义乌市赤岸镇人民政府义乌市赤岸镇镇政府区域安保服务采购项目项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1699512999000,5K+kHOe4yBHWYOSB0iSpIA==,0
54,关于义乌市教育局校园及周边安全防控“一件事”系统（智慧平安校园）采购项目中标(成交)结果公告[义乌市政府采购中心],1699433324000,MvA8zZVWcQstLcogXi5zlQ==,0
55,关于义乌残联阳光家园彩超采购中标(成交)结果公告[浙江开平企业管理咨询有限公司],1699426303000,BPoQ9mU6kt4+rVIdbdbJsg==,0
56,关于义乌市第二人民医院DR体检车采购中标(成交)结果公告[义乌市政府采购中心],1699339022000,XsvmMO6eqYF8DMxrJqFdTA==,0
57,金华市曙光印务有限公司入围义乌市2023-2025年印刷服务开放式框架协议采购项目的结果公告,1699338000000,wWigOrv4JM96guihMoLTVw==,0
58,关于义乌市商务局市场采购联网信息平台（2023年）建设项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1698996670000,z0GAkcVH3BfvKqI3rZF0RA==,0
59,关于义乌市省级以上自然保护地生物多样性长期监测样地建设项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1698972157000,hkeE2o7ENvwAD75ObCDQoQ==,0
60,金华市婺西印刷厂入围义乌市2023-2025年印刷服务开放式框架协议采购项目的结果公告,1698925200000,ZtFAOff+ZvmEccywm2OHFQ==,0
61,义乌市冠森纸制品有限公司入围义乌市2023-2025年印刷服务开放式框架协议采购项目的结果公告,1698925200000,gTH1Ti8JHWV8q4I8NkYTEA==,0
62,关于2023年义乌市北苑街道辖区内绿化养护服务项目中标(成交)结果公告[杭州市建设工程管理集团有限公司],1698917729000,7IPd0nFnTHDPVgK6DSBrjg==,0
63,关于义乌市国有土地上房屋征收中心新建房屋建筑白蚁防治服务项目中标(成交)结果公告[浙江科信联合工程项目管理咨询有限公司],1698913464000,uchtwmmad8IxrLhW/DK6VA==,0
64,关于义乌市黎明湖环湖片区概念规划及控规采购项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1698903858000,tzuj/wOmm3KtaxIkso7TRQ==,0
65,关于义乌市佛堂镇塔山陵园骨灰存放架采购及安装项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1698887995000,CGh/803jfADB64B7EA322Q==,0
66,关于义乌市中心医院内窥镜系统采购项目中标(成交)结果公告[义乌市政府采购中心],1698808316000,GgCWoRztiGIqlDS0ZxAdKA==,0
67,关于义乌市福田街道道路交通安保服务采购项目中标(成交)结果公告[义乌新纪元工程咨询有限公司],1698744148000,ksVvW90UdA35Odv0Mp+AUg==,0
68,关于义乌市大安全大应急数字智治系统项目采购中标(成交)结果公告[浙江开平企业管理咨询有限公司],1698737424000,7dUgSYQwaOpHfYjat/+/4w==,0
69,关于义乌市城西街道办事处消防车采购项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1698731664000,DgLdvtnA+/Kt7L+aEH0kPQ==,0
70,关于义乌市人民法院库房升级改造采购项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1698724375000,EFpFdtTvV9SaYE4npQAZxA==,0
71,关于2023年中国（义乌）国际森林产品博览会展览服务项目中标(成交)结果公告[东方经纬项目管理有限公司],1698665806000,4MYFVDpTyZ6axPg3VD7+Yg==,0
72,关于义乌市福田街道2023年宗宅社区清扫保洁服务项目（第二次招标）中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1698652368000,wm4yAfXAgOIziMsaZV+zAQ==,0
73,关于义乌市福田街道全国第五次经济普查第三方服务采购项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1698638181000,/x4nH6h5u4eI+MMgT4+yxg==,0
74,关于义乌市中心医院关节镜高清成像、刨削动力及射频消融系统等设备采购项目中标(成交)结果公告[义乌市政府采购中心],1698136862000,eMkrhLSxWBaB1Hz1HH9ZdQ==,0
75,关于义乌市后宅街道社区卫生服务中心2023年度安保服务外包采购中标(成交)结果公告[浙江开平企业管理咨询有限公司],1698045518000,kLzH4xMR8Fm+X+SyTekErw==,0
76,2023年金华市烟草公司义乌分公司400KWP分布式光伏发电项目（非政府采购）中标结果公告,1698029453000,ufdsSxYZxHYkPH1UYn5lEg==,0
77,关于义乌市中心医院医共体后宅院区钬激光治疗机采购中标(成交)结果公告[浙江开平企业管理咨询有限公司],1697785825000,6Mwr+Eh1SsHLywGBuNmOng==,0
78,义乌三悦酒店有限公司万豪分公司入围义乌市2023-2024年度培训服务开放式框架协议采购项目的结果公告,1697785200000,4AMUL9Q2+LZDk/NixnznZw==,0
79,关于义乌市自然资源征收中心职能转移服务采购项目中标(成交)结果公告[浙江明达工程造价咨询有限公司],1697781138000,csLRt7gGhc+hhny9bBuHlQ==,0
80,关于义乌市社会治理“智哨”指挥系统（二期）中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1697761669000,G7Q3CQ0YLVmVJni5PypEiQ==,0
81,关于义乌市园地草地林地定级和基准地价制定有关工作采购项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1697693743000,gPrmbANVuex7w2N31ALpeQ==,0
82,关于义乌市中心医院办公用纸采购项目中标(成交)结果公告[义乌市政府采购中心],1697677832000,Qn9SlPx+JAFZfeRM5Ia+7g==,0
83,关于义乌工商职业技术学院人工智能图像采集处理与数据标注实训平台采购项目中标(成交)结果公告[浙江科信联合工程项目管理咨询有限公司],1697614469000,Ue7hGZ+i0EZN6Umq2gAwDA==,0
84,关于义乌工商职业技术学院电脑项目中标(成交)结果公告[义乌市政府采购中心],1697609566000,vvZQn9m2+UhoiC8sLuKqOA==,0
85,关于义乌市智慧自然资源综合管理信息系统二期项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1697604431000,6VqyUvdxGQGFiCbJqcAbCQ==,0
86,关于义乌市“地信智服”地图管理子场景项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1697517169000,OPR4RM505bNUQMWdl4Gfgw==,0
87,关于义乌市气象局2023年监测预报能力提升工程（X波段天气雷达）采购项目中标(成交)结果公告[浙江省成套招标代理有限公司],1697512146000,3pYygHd0n+dHbePxoanpVA==,0
88,关于义乌市福田街道2023年兴隆社区清扫保洁服务项目中标(成交)结果公告[浙江诚远工程咨询有限公司],1697430813000,cqKV12OgTxen5OKs6AAHoA==,0
89,关于义乌工商职业技术学院CAD、CAM教学实训平台采购项目中标(成交)结果公告[浙江科信联合工程项目管理咨询有限公司],1697429175000,pvYWuSK3NHxHppmG1ShA6A==,0
90,关于义乌市苏溪镇农村文化礼堂社会化运行项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1697183318000,2TL4zf2S1fftHrgsZN4sVw==,0
91,关于义乌市中心医院4K荧光高清腹腔镜设备及4K胸腹腔镜系统采购项目中标(成交)结果公告[义乌市政府采购中心],1697177789000,rlvsssu0qXzRv9yNljetJg==,0
92,义乌三悦酒店有限公司万豪分公司入围义乌市2023-2024年度会议服务框架协议项目的结果公告,1697167800000,n5WrLz2SdJpiIVNn4yj1Vg==,0
93,关于义乌市普通省道网命名编号调整项目中标(成交)结果公告[浙江省成套招标代理有限公司],1697108112000,YOFWuOFFGa6LLU5LuU7KRg==,0
94,关于义乌市城市公园开放共享服务项目中标(成交)结果公告[浙江蓝顶工程咨询有限公司],1697097089000,+FRt+gftkWHVo1bNZ2iAnQ==,0
95,关于义乌市公安局物证鉴定室勘查检验设备采购项目中标(成交)结果公告[义乌市政府采购中心],1697014847000,nhTACKuo4fBJbsCF3LQR9Q==,0
96,关于义乌市妇幼保健院妇保感觉统合训练室（运动）采购中标(成交)结果公告[浙江开平企业管理咨询有限公司],1696920751000,pXgBU7Q07C7Q1L4D+hrAug==,0
97,关于义乌市生态系统生产总值（GEP)核算及生态产品价值实现实施方案编制项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1696850668000,UybqqkvtDlAD7oJhctYrvg==,0
98,关于义乌工商职业技术学院机器人仿真实训平台采购中标(成交)结果公告[浙江开平企业管理咨询有限公司],1696840699000,nfjwLDRGR332TsEHTVmbsg==,0
99,关于义乌市福田书院精品录播设备采购及安装项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1696753466000,xgLWddjOK/7Su2wH+d2abg==,0
100,关于义乌市“耕地智保”应用场景高空监控服务采购项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1696753459000,QqrD+ZydtyiCeoEM2XtHbg==,0
101,关于义乌市中心医院医共体后宅院区等离子电切镜系统采购中标(成交)结果公告[浙江开平企业管理咨询有限公司],1696747770000,36jLUMC7wnXDLOddi/20TA==,0
102,关于义乌市福田街道（区块一、区块二）雨污水管网运维服务采购项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1696664771000,1VB7/ntpadiLpP1OWXpQ9g==,0
103,关于义乌市教育研修院义乌市智慧联接教共体系统中标(成交)结果公告[义乌市政府采购中心],1696659020000,dWyh6s086xlKTeyV6cxWOw==,0
104,关于义乌市雪峰中学空调采购项目中标(成交)结果公告[义乌市政府采购中心],1695878645000,iA1/zHYQVd66gA6F6qtMuQ==,0
105,关于义乌市教育考试院中考标准化考场建设采购项目中标(成交)结果公告[义乌市政府采购中心],1695795911000,/KMyxQGf0ELFX5un6zjFLA==,0
106,关于义乌市福田街道社会治安监控服务采购项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1695795822000,XPpkDXAsxlZI+qLJsK97XQ==,0
107,关于义乌市稠城街道区域安保服务采购项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1695708797000,iPL5RuDGzhHM9ldXWr/YQg==,0
108,关于国家税务总局义乌市税务局评估义乌市存量房交易市场价格及录入核价系统、后续维护工作采购项目中标(成交)结果公告[浙江明达工程造价咨询有限公司],1695364508000,fcPTdz3SwzavmodurmB4sw==,0
109,关于义乌市农村公路网布局规划采购项目中标(成交)结果公告[浙江省成套招标代理有限公司],1695364361000,34lWe82X0ZboImkwxJOF7A==,0
110,义乌市刘璐印务有限公司入围义乌市2023-2025年印刷服务开放式框架协议采购项目的结果公告,1695348600000,x3qDiriqEmfuIQWw9J9mzA==,0
111,关于义乌市稠城街道全国第五次经济普查第三方服务采购项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1695276472000,942j5hpz9bteUzNGKxU84A==,0
112,关于义乌市公安局网络安全等保加固项目中标(成交)结果公告[义乌市政府采购中心],1695263411000,JDThZ5JYytXJPzB4CVrWEw==,0
113,关于义乌市廿三里街道土壤污染状况调查服务采购中标(成交)结果公告[浙江开平企业管理咨询有限公司],1695260676000,CtLX7GkjZQWTVk6SB500UQ==,0
114,关于义乌市中心医院钢质防火门采购中标(成交)结果公告[浙江开平企业管理咨询有限公司],1695256291000,haigDhPxwRjgrrbudPjujQ==,0
115,关于义乌市教育研修院安全防御设备采购项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1695192303000,tRNeR9rpbFFSLvmGUhHg3w==,0
116,关于义乌市人民政府福田街道办事处义乌市福田街道荷叶塘、下骆宅、尚经共建委、浙四医院等单位生活垃圾及农村两定四分点位垃圾清运项目中标(成交)结果公告[浙江明达工程造价咨询有限公司],1695176375000,40qeS3dugeCbH0JMsCOg6A==,0
117,关于义乌市公安局交通警察大队道路监控应急更新设备采购项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1695103393000,et4ZO0y1qPt1YjNxwPdsdg==,0
118,义乌市思达克图像技术有限公司入围2023-2024年度金华市区印刷服务开放式框架协议采购项目的结果公告,1695094218000,ZpReGlbyAyNkV/5Apd4d1Q==,0
119,关于义乌工商职业技术学院数字贸易实训基地环境优化及文化提升采购中标(成交)结果公告[浙江开平企业管理咨询有限公司],1695026398000,cQR1PCScWGeJc+Kavjdg4A==,0
120,关于义乌市机关后勤服务中心行政一号楼会务服务采购项目中标(成交)结果公告[义乌市政府采购中心],1695019640000,3Bf5WQ+BJEg2poAOhkKXxA==,0
121,义乌市陈震广告有限公司入围2023-2024年度浙江省本级、杭州市印刷服务开放式框架协议采购项目的结果公告,1695006601000,Rq3PmmGz0QNjk1l4O+ZCmA==,0
122,义乌传媒印务有限公司入围义乌市2023-2025年印刷服务开放式框架协议采购项目的结果公告,1695003610000,uuqqjYi6eTqH28evO/hlaA==,0
123,金华日报社印刷厂入围义乌市2023-2025年印刷服务开放式框架协议采购项目的结果公告,1694856000000,CoOEOUo4uj2RvHWpKQwilw==,0
124,义乌市思达克图像技术有限公司入围义乌市2023-2025年印刷服务开放式框架协议采购项目的结果公告,1694855400000,hvhzeOW17ZT0UpWAhlVVzA==,0
125,浙江恒环印刷有限公司入围义乌市2023-2025年印刷服务开放式框架协议采购项目的结果公告,1694854200000,33SkAoM5dUOafm9g8Y2S4g==,0
126,关于义乌市公安局“雪亮工程”项目（三期）采购项目中标(成交)结果公告[义乌市政府采购中心],1694830692000,k4HXuC/sB31+7dzn72t5+g==,0
127,关于义乌市中心医院医疗责任险采购中标(成交)结果公告[浙江开平企业管理咨询有限公司],1694768070000,WtoyUFvlBL6B+OlhzJKwqg==,0
128,关于义乌公园智慧共享一期建设项目中标(成交)结果公告[浙江蓝顶工程咨询有限公司],1694751514000,rxfYaqkT5dEvHApH/OPnrQ==,0
129,关于义乌市中心医院零星广告用品设计及制作项目采购中标(成交)结果公告[浙江开平企业管理咨询有限公司],1694674784000,keJ1W1l8VrgxltgNVpVshg==,0
130,关于义乌市苏溪镇镇区公共绿地养护服务采购项目中标(成交)结果公告[义乌国信房地产估价勘测咨询有限公司],1694666919000,k4Be17WVl6Da8RNVTzHteQ==,0
131,关于义乌市稠江街道道路交通安保服务采购项目中标(成交)结果公告[义乌新纪元工程咨询有限公司],1694592218000,+y9pqUqisCiwPpwTMTyETA==,0
132,关于义乌市中心医院体外冲击波碎石机采购中标(成交)结果公告[浙江开平企业管理咨询有限公司],1694586175000,+1LACtsyMqrFOqPc3oVoFQ==,0
133,关于2023年义乌市城市国土空间监测项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1694584054000,wBML2i9NvGUR3AzR6ZuJeg==,0
134,关于义乌市国有土地上房屋征收中心（房产处）2023年度法律服务项目中标(成交)结果公告[浙江科信联合工程项目管理咨询有限公司],1694511080000,yuOIq2HLlaoMcm43y4Ej0A==,0
135,关于义乌市中心医院飞利浦DSA维保服务采购中标(成交)结果公告[浙江开平企业管理咨询有限公司],1694505712000,HSCYxfMAdl7HniCc5Y72DQ==,0
136,关于义乌市福田街道2023年下骆宅社区清扫保洁服务项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1694499131000,GrLOHh4rrwohBCeazzQWsw==,0
137,关于义乌市福田街道2023年振兴社区北区清扫保洁服务项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1694499121000,6KBfYFUPBfnJgWhaQg2ABw==,0
138,关于义乌市耕地保护利用规划（2023-2027年）、国土空间生态修复规划（2021-2035年）采购项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1694495355000,xJb7xxkpzahZU19N1ihPQA==,0
139,赣州盛景广告传媒有限公司入围义乌市2023-2025年印刷服务开放式框架协议采购项目的结果公告,1694484020000,QoiMOWi/NwP4/1ocqy3R/Q==,0
140,关于义乌市公安局无人机反制设备采购项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1694158828000,MBpXIhQJF5yAzXvxETPGQw==,0
141,义乌市陈震广告有限公司入围义乌市2023-2025年印刷服务开放式框架协议采购项目的结果公告,1694152800000,fccmqRn81+MR+3Igr60tpg==,0
142,关于义乌市后宅街道北站未来社区运营服务项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1694147503000,2CLO3Oxrw91/70Q17DswHw==,0
143,金华市科教彩印厂入围义乌市2023-2025年印刷服务开放式框架协议采购项目的结果公告,1694140822000,WUZnTp9FXD2yxXulrrWFBg==,0
144,关于义乌市公安局浙里移民系统中标(成交)结果公告[义乌市政府采购中心],1694068325000,TrGY2Yjk/rcu84lUCjHe8w==,0
145,关于义乌工商职业技术学院摩洛哥海外分校建设全流程服务与咨询采购中标(成交)结果公告[浙江开平企业管理咨询有限公司],1693993821000,cJ4/k9vmDuI179JCF0rPBQ==,0
146,关于浙江大学医学院附属第四医院10X Genomics单细胞免疫组库和空间转录组的院外测试化验加工服务项目中标(成交)结果公告[义乌市政府采购中心],1693989607000,q8lYyQkScpcvly2Qg7eofQ==,0
147,关于义乌市教育局义乌市教育系统“智慧办公”系统（e智办）项目中标(成交)结果公告[义乌市政府采购中心],1693962475000,rDU99uex+oodaKGsL3tZKg==,0
148,关于《义乌智慧市政》建设项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1693375754000,smiOAThliVWHd9IFOnfNwg==,0
149,关于义乌市稠城街道社区卫生服务中心物业管理服务采购项目中标(成交)结果公告[义乌市政府采购中心],1693204603000,sAcEkUXNU4wHg184Xl+9kQ==,0
150,义乌市鸿图物业管理有限公司入围2023-2024年度衢州市本级行政机关和事业单位、团体组织物业管理服务框架协议采购项目的结果公告,1693183800000,dVuySs8UIyzfUnVSBbN8wA==,0
151,关于义乌市妇幼保健院液相色谱-串联质谱仪采购项目中标(成交)结果公告[义乌市政府采购中心],1692948524000,oYJ9BgqP9LHCNZVm0a6Qlg==,0
152,关于义乌市公安局汽车配件采购项目中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1692947803000,12/rpwhstU0wRMw9hB12jg==,0
153,关于义乌市人民检察院公开听证室建设项目采购中标(成交)结果公告[浙江开平企业管理咨询有限公司],1692944203000,e1y7qVS/cJd2v2P4u1+Y4g==,0
154,关于义乌市苏溪镇老年配送餐服务采购项目中标(成交)结果公告[义乌国信房地产估价勘测咨询有限公司],1692940653000,FddPWVXg8dzM+2P7L7zoGQ==,0
155,义乌市鸿图物业管理有限公司入围2023-2024年度景宁畲族自治县物业管理服务开放式框架协议采购项目的结果公告,1692933600000,XGF1bmI0iMY3KrrmFoGcXA==,0
156,义乌市鸿图物业管理有限公司入围2023-2024年度浙江省级、杭州市物业管理服务开放式框架协议采购项目的结果公告,1692931200000,rds2JJjrB8QtM4r1bwZoXQ==,0
157,义乌市鸿图物业管理有限公司入围2023-2024年度温州市物业管理服务开放式框架协议采购项目的结果公告,1692927600000,mZhHWip6TJiS7OE8GK3Xsg==,0
158,关于义乌市社会治理中心2023年保安服务采购项目中标(成交)结果公告[浙江省成套招标代理有限公司],1692859851000,SgYP37Hk63droVaRGOoIFQ==,0
159,义乌市鸿图物业管理有限公司入围2023-2024年度金华市区物业管理服务开放式框架协议采购项目的结果公告,1692782400000,90dvhvq9s9vYFTm2T59fbA==,0
160,关于义乌市机关后勤服务中心行政一号楼会务服务采购项目中标(成交)结果公告[义乌市政府采购中心],1692773087000,XURksG2c3AMVL/OQomIZyA==,0
