num,title,publishDate,articleId,isYW
12,义乌市恒风新能源电动汽车公共充电设施新建项目（2023-2025）—一体式直流充电桩采购安装项目合同公告,1701915800000,VUxia+6JFgf1YfhWvpYIdA==,0
13,2023年浙江省烟草公司金华市公司2023年度金华烟草房屋维修项目(义乌办公大楼维修)评标结果公示,1701913562000,/loZ8EYi/Xm/P46TuMD+ng==,0
14,2023年义乌机场消防队工作服采购项目采购公告,1701858451000,omfGMQZRfSMhP6cZA+Ec2A==,0
15,义乌之心城市生活广场垃圾清运采购项目采购公告,1701853057000,G+45O0OCjtYmZhVxLrmB4g==,0
16,义乌之心城市生活广场2024年度卫生间用纸采购项目（重新招标）采购公告,1701852085000,gpXC3mpxJCCN8M/G+/Y26w==,0
17,义乌市自来水安装工程有限公司2023年橡塑保温材料采购项目合同公告,1701850595000,KSwc0Ou4gSYuB52L7X4p/g==,0
18,义乌市富港花园小区业主委员会小区2幢、3幢楼电梯维修项目采购公告,1701847569000,ZfWL2FN03p/AWMPiDR++5w==,0
19,关于义乌市第二自来水有限公司苏福水厂双膜药剂采购项目中标(成交)结果公告[义乌产权交易所有限公司招投标中心],1701840579000,WjtWTZGrVyRf6HrtTE2GJg==,0
20,关于恒丰银行义乌支行本级2024年度工作餐采购项目的竞争性磋商公告,1701825695000,4Ua030yMXmlQYSQmgb7+fw==,0
21,义乌之心城市生活广场2024年度卫生间用纸采购项目流标公告,1701769017000,Q/FW2I5ocgxDHQS+snFzFQ==,0
22,关于金华市烟草公司义乌分公司城北市场部（专卖所）装修改造项目的公开招标公告[浙江致远工程管理有限公司],1701764914000,A3DfAVWjUnJqcl8utBQjIw==,0
23,义乌市水处理有限责任公司2023-2024年度熟石灰采购项目合同公告,1701764268000,NJO95xU0+6GNI0+CfIz3fw==,0
24,义乌市水处理有限责任公司次氯酸钠溶液采购项目合同公告,1701764242000,UX3FbFSFgdJYgLwte2kbWw==,0
25,浙江义乌市自来水有限公司实验室仪器设备采购项目合同公告,1701760521000,XNKfNL5kNMUYh1njaTNYNw==,0
26,关于义乌市自来水安装工程有限公司2023年PPR管材管件采购项目中标(成交)结果公告[义乌产权交易所有限公司招投标中心],1701756558000,UsgM2UKjCvegM792TrNHzw==,0
27,关于浙江义乌市自来水有限公司泵站（泵房）运行维护服务项目的公开招标公告[义乌产权交易所有限公司],1701754032000,f/34HaooP2F9O3MDIkSKFA==,0
28,义乌市建投金地物业服务有限公司待交付项目电梯广告位出租项目的招标公告,1701682119000,SekcUno81Fa/KnR38rmFTA==,0
29,关于复旦大学义乌研究院新材料新器件新装备高精尖缺制造中心-智能驾舱显示材料及增强设备系统采购的公开招标公告[浙江求是招标代理有限公司],1701677696000,h8SN/BBnPrhYa/xmjPIeSw==,0
30,关于义乌市城西自来水有限公司卫生保洁服务采购项目项目中标(成交)结果公告[义乌产权交易所有限公司招投标中心],1701670808000,OccDoxSR3AXDZEGLbq0daQ==,0
31,关于义乌市城西自来水有限公司绿化养护采购项目项目中标(成交)结果公告[义乌产权交易所有限公司招投标中心],1701667271000,NbgvCB3o8zUcrn2BVidMxg==,0
32,义乌市水处理有限责任公司武德净水厂膜车间2023-2024年度药剂及耗材项目合同公告,1701664270000,dI30otsPLHvvQ/aFca9ecw==,0
33,关于义乌市水处理有限责任公司佛堂运营部尾水湿地运维服务采购项目项目的公开招标公告[义乌市水处理有限责任公司],1701655402000,1IF/Eehb9AUeayn6cKzUAA==,0
34,关于复旦大学义乌研究院器件及系统测试屏蔽室的公开招标公告[浙江求是招标代理有限公司],1701421607000,LjRF1uBbJfwvLWLTz6wllw==,0
35,关于高新科技产业园智能化采购项目的公开招标公告[义乌产权交易所有限公司招投标中心],1701421070000,jgIikE0VDdJM5KZBOlx7aQ==,0
36,义乌市环境集团有限公司福田社区清扫保洁市场化采购征求意见函,1701420397000,GU5mM7gFrIviPcIT5D/Vyg==,0
37,关于义乌市幸富环境服务有限公司洪深、北站（宗泽路以东范围）社区清扫保洁及垃圾清运市场化采购项目中标(成交)结果公告[义乌产权交易所有限公司招投标中心],1701418418000,BUNeGbg2NpSslY2g8pha1w==,0
38,关于义乌经济技术开发区办公楼物业服务采购项目中标(成交)结果公告[义乌产权交易所有限公司招投标中心],1701417462000,gUJ0vgQp9+/egsft2ZynhA==,0
39,关于复旦大学义乌研究院高功率单频光纤激光器的公开招标公告[浙江求是招标代理有限公司],1701415845000,oC9LSWpvs7GDBIPCxmrP9g==,0
40,义乌机场零星广告制作项目采购公告,1701414211000,3fW/c0nLwdjRGxWDAcICCQ==,0
41,关于义乌市水处理有限责任公司2023-2024年度液态醋酸钠（质量分数20%）采购项目中标(成交)结果公告[义乌产权交易所有限公司招投标中心],1701408492000,1VtAfzBmPyS23R2yg1FPyg==,0
42,关于义乌市环境集团有限公司义乌市环境集团智能道闸项目采购项目的公开招标公告[义乌产权交易所有限公司招投标中心],1701401452000,Gb0V3soUx3gWPs3j4o2Q9Q==,0
43,关于义乌国际陆港物流园1-72#地块（雪峰润园）前期物业管理采购项目的公开招标公告[义乌产权交易所有限公司招投标中心],1701397411000,z0CYhMU+j0azTnWnITMlUQ==,0
44,义乌机场网络安全设备采购项目采购公告,1701396030000,IYZ1o1/ELae71vdmtp+pXg==,0
45,义乌机场停机坪高杆灯更新改造项目中标结果公告,1701344075000,PHlybtIZi03EhslcjBS4Pg==,0
46,中国银行股份有限公司义乌市分行营业场所安保服务采购项目采购公告,1701336906000,GqPkZ/mOf1RzxozsHiI3qQ==,0
47,关于义乌市排水有限公司栏板车采购项目的公开招标公告[义乌产权交易所有限公司招投标中心招投标中心],1701336045000,TCGNSnV31xzkSnCdhNTLGg==,0
48,关于北苑菜市场改造提升工程中央空调采购及安装项目的更正公告[义乌产权交易所有限公司招投标中心],1701330024000,u0FqSh2v0rIbDACAxVFu7A==,0
49,关于中国工商银行股份有限公司义乌分行商城四区支行装修改造工程的招标公告[绍兴天源会计师事务所有限责任公司],1701329088000,X9aYC09Ho29eCFU7hk5I0g==,0
50,关于浙江义乌市自来水有限公司2023年度招标代理和造价咨询服务采购项目中标(成交)结果公告[义乌产权交易所有限公司招投标中心],1701321271000,vBc1lU+vl7wmUfBZ+Ar8sg==,0
51,关于中国计量大学现代科技学院义乌资产经营有限责任公司4号楼图书馆配套服务点招商的公开招标公告[浙江求是招标代理有限公司],1701246745000,f1JecDM1aoU/Bpm7Mv0WTg==,0
52,关于高新科技产业园智能化采购项目的终止公告[义乌市工业投资有限公司],1701238544000,umNz8YCSbVergqJ8Ewac4Q==,0
53,关于义乌市市场发展集团有限公司计算机正版软件采购项目中标(成交)结果公告[义乌产权交易所有限公司],1701225859000,zNY5zJmsb196kDFXhBDXzw==,0
54,关于义乌市水处理有限责任公司2024年度进出水仪表采购项目的公开招标公告[义乌产权交易所有限公司招投标中心],1701225753000,avUgTBVDlXzi3Mhq7zzhGQ==,0
55,关于义乌市恒风传媒科技有限公司车身广告喷漆板房项目采购项目的公开招标公告[义乌产权交易所有限公司招投标中心],1701224923000,4iaGB9lvJXTOBYlJIOwNaA==,0
56,关于浙江义乌市自来水有限公司水质在线仪表试剂采购项目中标(成交)结果公告[义乌产权交易所有限公司],1701162282000,cmW9lRJyHPRPVS8XAfhScw==,0
57,关于国际商贸城客运中心国际商贸城客运中心对对配电房七氟丙烷气体灭火系统钢瓶进行检测；对水泵房二氧化碳增压系统钢瓶进行检测。项目的公开招标公告[义乌产权交易所有限公司招投标中心],1701156041000,cUe0utiBsMCuK7e0OS9v0A==,0
58,中国银行义乌分行监控(消控)中心值机服务项目采购项目采购公告,1701151007000,rK8E4NM2v2bBUdusYkUE/A==,0
59,关于义乌芯片产业园物业服务采购项目的公开招标公告[义乌产权交易所有限公司招投标中心],1701146885000,xJ1o3bpW1XrIQOnku9F9Sg==,0
60,关于中国计量大学现代科技学院义乌资产经营有限责任公司自助综合售卖机投放的公开招标公告[浙江求是招标代理有限公司],1701075123000,vqMKjCYyOuoSY6gEarNjsw==,0
61,关于义乌市水处理有限责任公司2024年度设备维护保养用油项目中标(成交)结果公告[义乌市水处理有限责任公司],1701074219000,Z0EK4GYr0tIPp0ItPD/M8Q==,0
62,关于义龙庆高速公路义乌至龙泉段（金华段）资产评估服务项目的公开招标公告（非政府采购）[浙江新诚信工程咨询有限公司],1701073975000,5qsCblQc71VMs7X9YzO8wg==,0
63,关于义龙庆高速公路义乌至龙泉段（金华段）民房和厂房拆迁评估(含测绘、调查和签约)服务项目的公开招标公告（非政府采购）[浙江新诚信工程咨询有限公司],1701073270000,lAlbdRBhpXflK+RtyA8sfQ==,0
64,关于义乌市恒风传媒科技有限公司车身广告喷漆板房项目采购项目废标公告[义乌产权交易所有限公司招投标中心],1701071264000,UuYMScgW6ka1gc27FhSjUA==,0
65,关于义乌市自来水安装工程有限公司2023年钢制管件采购项目废标公告[义乌产权交易所有限公司招投标中心],1701065313000,TVuVMe9II1YdnZT4nDNf6w==,0
66,关于义乌市第二自来水有限公司苏福水厂双膜药剂采购项目的公开招标公告[义乌产权交易所有限公司招投标中心],1701051328000,UI5oiwhPFxh90K8XGUFtgQ==,0
67,义乌市气象局自动气象站2024年度维护 保障项目采购公告,1701045173000,FezSEgk4IrfCM38+beKmfw==,0
68,关于义乌市排水有限公司皮卡车采购项目的公开招标公告[义乌产权交易所有限公司招投标中心],1700818179000,mqoJh1MArLBbTlaMZ7Og9w==,0
69,义乌市水处理有限责任公司武德净水厂2023-2024年度盐酸采购项目中标公告,1700817673000,T4ptOePfMYX1nWhbyd5Jzw==,0
70,中国银行股份有限公司义乌市分行2024年工作服洗涤服务采购中标结果公告,1700814557000,v2ysACGIvQZIAqQ44K7rPQ==,0
71,义乌机场垃圾清运服务项目采购公告,1700814037000,gIdAafvsnZhLlwOlv2V0PA==,0
72,义乌机场廊桥APU替代设备维保项目采购公告,1700813619000,J47wcKGP9XNDZ8qgNWk1BA==,0
73,义乌机场车辆定点维修服务项目采购公告,1700813218000,deSWz0bqroyJdpQnxxG4sA==,0
74,2023年义乌机场消防救援设备采购项目中标结果公告,1700812494000,0ElmKFSmSAmM9BGIzROMEA==,0
75,关于义乌市城西自来水有限公司卫生保洁服务采购项目项目的公开招标公告[义乌产权交易所有限公司招投标中心],1700808633000,YvML7V3AG0xgrnRAsz4kpA==,0
76,关于义乌市城西自来水有限公司绿化养护采购项目项目的公开招标公告[义乌产权交易所有限公司招投标中心],1700807158000,XaqeuCvBvNXiWWKnvAg61g==,0
77,关于义乌市幸富环境服务有限公司洪深、北站（宗泽路以东范围）社区清扫保洁及垃圾清运市场化采购项目项目的公开招标公告[义乌产权交易所有限公司招投标中心],1700806099000,bhP/vdeKZ1AA81NgL47lcA==,0
78,关于义乌市融媒体中心食堂物资配送采购项目的更正公告[义乌产权交易所有限公司招投标中心],1700805738000,q8awB55vV6q8hA4aAPbtCQ==,0
79,关于义乌市城建资源经营股份有限公司公司监控、停车场设备维保服务及备品备件采购项目项目中标(成交)结果公告[义乌产权交易所有限公司招投标中心],1700794209000,mNLO2haERAboVW5vVx+N9w==,0
80,义乌市某单位智能报靶分析系统采购项目采购公告,1700792619000,6gOyHYHDrafZKaEx+IZCLA==,0
81,义乌市某单位体检设备和办公桌椅采购项目采购公告,1700792580000,Cn6zGL82RBQ3r9TcyyUExA==,0
82,义乌市福田大厦A座物业服务项目的公开招标公告（非政府采购项目）,1700731512000,kCDOR7jr/ew09dKy6C9VlA==,0
83,关于金华至义乌铁路三、四线及引入相关工程（金东段）涉及塘雅镇被征收农户、企业房屋拆除服务单位选定项目的采购结果更正公告,1700728893000,EaV7LtPdzOvS69RiE3LXVg==,0
84,关于义乌市市场发展集团有限公司计算机正版软件采购项目的更正公告[义乌产权交易所有限公司],1700728856000,BdkglKD+rWBc1uvZwX9GVw==,0
85,义乌市福田大厦A座物业服务项目招标公告,1700728265000,s4e0z4oJVWoY2Yc9cK2cJg==,0
86,义乌之心城市生活广场2024年度卫生间用纸采购项目,1700723499000,5H8MGzzuKknRfwXcpeqAZA==,0
87,浙江义乌市自来水有限公司水质风险管理系统采购项目合同公告,1700720763000,gpdz3yzroWi51zd0i3HdRA==,0
88,义乌光缆支线建设及传输系统扩容项目（第三次） 招标结果公示,1700717003000,B69t+ygUYZ0STUvWHRbyvA==,0
89,关于义乌市排水有限公司调度平台采购项目的公开招标公告[义乌产权交易所有限公司招投标中心],1700644598000,KCJtueKocOKGrwo+03BGjw==,0
90,义乌国际陆港物流园1-72#地块（雪峰润园）前期物业管理采购征求意见函,1700644439000,krcy+BBIEe9WDy4T/QVXyw==,0
91,关于浙江义乌市自来水有限公司2023年度招标代理和造价咨询服务采购项目中标候选人公示[义乌产权交易所有限公司招投标中心],1700641109000,9enw0osrtDpMMw4jyAlP0g==,0
92,关于义乌市融媒体中心食堂物资配送采购项目的公开招标公告[义乌产权交易所有限公司招投标中心],1700637972000,OpzDW6b+ql/lWeTNU/uiuQ==,0
93,关于义乌市市场发展集团有限公司农批管理分公司卫生保洁、垃圾分类及清运服务采购项目的公开招标公告[义乌产权交易所有限公司招投标中心],1700631062000,PC6Y0Kr4KICY5s7rvATqLA==,0
94,义乌市第二自来水有限公司苏福水厂双膜药剂采购项目征求意见函,1700626662000,jsGq4Jeg0qDYJCXhJKdyuQ==,0
95,义乌市消防救援支队火灾调查模块装备采购项目中标公告,1700555598000,G0l321tl86G/xISeyscPaw==,0
96,关于义乌国际陆港物流园1-72#地块（雪峰润园）前期物业管理采购项目的终止公告[义乌市润泽置业有限公司],1700555464000,eQVi5NbnbYCKaPUuzh+Fnw==,0
97,关于义乌经济技术开发区办公楼物业服务采购项目中标候选人公示[义乌产权交易所有限公司招投标中心],1700551261000,g4fa5pPe9rTAaXHQmnzDmw==,0
98,关于中国建设银行股份有限公司义乌分行营业网点保安值勤外包项目（第二次）的中标结果公示（非政府采购）[浙江省成套工程有限公司],1700537196000,hFvg49HVVXhj1FXw9D1g6A==,0
99,关于义乌市国际陆港集团有限公司生产服务平台项目--前端信息化维保项目中标(成交)结果公告[义乌产权交易所有限公司招投标中心],1700536624000,rsTfGPXx4AA8V+CNfmXUYQ==,0
100,关于义乌科技创业园生活区物业服务采购项目中标(成交)结果公告[义乌产权交易所有限公司招投标中心],1700470545000,poc3DhVrZKS0H42W6dSUxg==,0
101,关于义乌科技创业园生产区物业服务采购中标(成交)结果公告[义乌产权交易所有限公司招投标中心],1700470531000,C8V0RfkiRNPJCMqVIf83ow==,0
102,关于浙江义乌市自来水有限公司固体聚硅锰氯化铝钾项目的公开招标公告[义乌产权交易所有限公司招投标中心],1700469794000,5RIHlAmVbx8MDAMCLYv8fQ==,0
103,关于国际陆港·诚信金街广场前期物业服务采购项目中标(成交)结果公告[义乌产权交易所有限公司招投标中心],1700464760000,joxDvXwQ1US6tODqx/CcCw==,0
104,义乌市水处理有限责任公司2023-2024年度复合碳源采购项目合同公告,1700464373000,wEu53YMu7ypcp9Yu8ii+OA==,0
105,关于浙江义乌市自来水有限公司工业水厂2023年药剂采购项目中标(成交)结果公告[义乌产权交易所有限公司招投标中心],1700451140000,5KZzlz07XXUGo/oc3iozmg==,0
106,关于中国建设银行股份有限公司义乌分行营业网点保安值勤外包项目（第二次）的中标候选人公示（非政府采购）[浙江省成套工程有限公司],1700209680000,puMR1Hp1hM3pq/hgwSCtDA==,0
107,关于北苑菜市场改造提升工程中央空调采购及安装项目的公开招标公告[义乌产权交易所有限公司招投标中心],1700208721000,269vFADFp5zqL2hrMefofQ==,0
108,关于义乌市幸富环境服务有限公司后宅街道部分社区清扫保洁及垃圾清运市场化采购项目中标(成交)结果公告[义乌产权交易所有限公司招投标中心],1700206510000,jxCRYb9aSsEL5lgw8hVspQ==,0
109,义乌分行盒装抽纸宣传营销物品采购项目中标公告,1700173969000,YF10GmVhi1DA+aFJPhIX3A==,0
110,关于义乌市幸富环境服务有限公司后宅街道部分社区清扫保洁及垃圾清运市场化采购项目项目的更正公告[义乌产权交易所有限公司招投标中心],1700141917000,NCtDUROXzLSmBkUr8vVQfw==,0
111,关于浙江恒风集团有限公司汽车维修分公司公营车辆轮胎采购项目的公开招标公告[义乌产权交易所有限公司招投标中心],1700123562000,P3KxKJZUGTHmKVhdW0EH6Q==,0
112,关于义乌市环境集团有限公司环卫工作服采购项目中标(成交)结果公告[义乌产权交易所有限公司招投标中心],1700121690000,cwXhz9cdDIq4Cr3XgHJAyg==,0
113,义乌市市场发展集团有限公司农批管理分公司卫生保洁、垃圾分类及清运服务采购征求意见函,1700117046000,H7ZpLZlTQQxI80AfyYQmLQ==,0
114,关于义乌市水处理有限责任公司2024年度设备维护保养用油项目的公开招标公告[义乌市水处理有限责任公司],1700094754000,bWmJ5IYqTC1xvZV8q0NZKg==,0
115,义乌机场电子设备备品备件采购项目采购公告,1700038956000,Rd+dDuP/QNR3VdeZNNJjxA==,0
116,关于义乌市水处理有限责任公司2023-2024年度液体氯化钙药剂采购项目中标(成交)结果公告[义乌产权交易所有限公司招投标中心],1700034062000,remu4xWZHh5o/fV0iJBrIA==,0
117,关于义乌市城建资源经营股份有限公司10台120KW快充双枪充电桩、2个热成像摄像头项目中标(成交)结果公告[义乌产权交易所有限公司招投标中心],1700018933000,Jv8s3PvMfE/ERhES0l3W4A==,0
118,关于高新科技产业园智能化采购项目的更正公告[义乌产权交易所有限公司招投标中心],1700016831000,v1yiGfMGNBZ8T4IUhcfy9w==,0
119,[义乌市天然气有限公司话务业务外包服务【重新招标】] 中标结果公告,1700015195000,hBR2WhRo6BLq8+PrapHbXg==,0
120,关于义乌市自来水安装工程有限公司2023年不锈钢管材管件采购项目中标(成交)结果公告[义乌产权交易所有限公司招投标中心],1699957915000,X0KSduAAvLBqN1e/NJWFAw==,0
121,关于义乌市自来水安装工程有限公司2023年PPR管材管件采购项目的公开招标公告[义乌产权交易所有限公司招投标中心],1699953083000,ePWmCu+LpyMv6o7j9l3wtQ==,0
122,关于义乌市水处理有限责任公司武德净水厂2023-2024年度盐酸项目的公开招标公告[义乌市水处理有限责任公司],1699929497000,eHQ8CIxgrjbFdCCngIgAWQ==,0
123,义乌分行盒装抽纸宣传营销物品采购项目中标候选人公示,1699869300000,FHc0jVrPBlFpZxCIAUsJHQ==,0
124,关于义乌市水处理有限责任公司义乌市水处理有限责任公司2023-2024年度纯碱项目废标公告[义乌产权交易所有限公司招投标中心],1699854758000,80RvcPUa0su7dikx6V4dsg==,0
125,关于义乌市国际陆港集团有限公司生产服务平台项目--前端信息化维保项目的公开招标公告[义乌产权交易所有限公司招投标中心],1699844517000,NE09W7ahZ1sBcHypByDOwg==,0
126,关于浙江义乌市自来水有限公司聚硅锰氯化铝钾采购项目废标公告[义乌产权交易所有限公司招投标中心],1699841725000,3ZGhKJX8elqPRksI34mKRw==,0
127,关于中国工商银行股份有限公司义乌分行十五楼局部装修改造工程的公开招标公告[浙江求是招标代理有限公司],1699609583000,UBHjZTgmyFDtu6LFkGzo6g==,0
128,关于义乌市国际陆港集团有限公司生产服务平台项目--前端信息化维保项目的终止公告[义乌市国际陆港集团有限公司],1699606478000,m6HS5YmJg2hwxBTnGdjOsQ==,0
129,关于义乌市水处理有限责任公司2023-2024年度液态醋酸钠（质量分数20%）采购项目的公开招标公告[义乌产权交易所有限公司招投标中心],1699604258000,SGNJmHASGMt4/zr40TVYbw==,0
130,关于农发公司2023年度各区域“除四害”消杀采购项目中标(成交)结果公告[义乌产权交易所有限公司招投标中心],1699600402000,Aovv7C9hl21Itfhbm5PP0A==,0
131,义乌城投工程项目管理信息化平台二期采购中标结果公告,1699596496000,NU1txsdRVkihOYGSbH9/GQ==,0
132,义乌市排水有限公司劳务服务采购项目合同公告,1699596359000,iDCvwwg3TsbMSNCEzam00Q==,0
133,关于义乌市城建资源经营股份有限公司公司监控、停车场设备维保服务及备品备件采购项目项目的公开招标公告[义乌产权交易所有限公司招投标中心],1699585619000,6reK9W5gfRt1QG2o1BljhA==,0
134,关于义乌市城建资源经营股份有限公司公司监控、停车场设备维保服务及备品备件采购项目项废标公告[义乌产权交易所有限公司招投标中心],1699581137000,kTnHpFVgEsBOv7PkVjA+qA==,0
135,关于金华至义乌铁路三、四线及引入相关工程（金东段）涉及塘雅镇被征收农户、企业房屋拆除服务单位选定项目的中标结果公告,1699519158000,krVAK6hLMwE0mtvDXydH3g==,0
136,关于国际陆港·诚信金街广场前期物业服务采购项目的公开招标公告[义乌产权交易所有限公司招投标中心],1699516458000,STAo2sF+dy1/3JrLRyZ4Xg==,0
137,关于义乌市市场发展集团有限公司计算机正版软件采购项目的公开招标公告[义乌产权交易所有限公司],1699425535000,bf9G1z/MYjV+362GtgA40w==,0
138,关于义乌科技创业园生活区物业服务采购项目中标候选人公示[义乌产权交易所有限公司招投标中心],1699421820000,KOnOk/x7QP06GsokGfDwIg==,0
139,2023年浙江省烟草公司金华市公司2023年度金华烟草房屋维修项目(义乌办公大楼维修)招标公告,1699414531000,zN22J4tZcZen4R3h+k1TEg==,0
140,建行义乌分行员工职业装洗涤项目供应商征集公告,1699355548000,aE1UE9BKKWCZaiYOhiMMwg==,0
141,关于高新科技产业园智能化采购项目的公开招标公告[义乌产权交易所有限公司招投标中心],1699343694000,QsSS/SaWfFCVw60Mm9EdCw==,0
142,关于义乌市恒风传媒科技有限公司车身广告喷漆板房项目采购项目的更正公告[义乌产权交易所有限公司招投标中心],1699340768000,Tszj2WJJAXr/mQYNi4w4LQ==,0
143,关于义乌科技创业园生产区物业服务采购中标候选人公示[义乌产权交易所有限公司招投标中心],1699335088000,tjqsN2m5qE06zWUF6T8iAA==,0
144,关于义乌市水处理有限责任公司2023-2024年度液体氯化钙药剂采购项目的公开招标公告[义乌产权交易所有限公司招投标中心],1699326872000,lCdoiYi4F3Uj9wSf9/kz+w==,0
145,关于浙江义乌市自来水有限公司木质粉末活性炭150吨项目中标(成交)结果公告[义乌产权交易所有限公司招投标中心],1699325857000,QSSERotbSiTzqC3QXKSygQ==,0
146,义乌市水处理有限责任公司2023-2024年度氢氧化钠采购项目合同公告,1699323720000,NeE9KG/Lc2MMsnh8jj1vdw==,0
147,义乌市自来水安装工程有限公司2023年球墨铸铁管采购项目合同公告,1699322599000,FS4afkrYAsbz8T2oFWO4zg==,0
148,义乌市商城大道（春风大道-阳光大道）立交化改造工程-智能交通工程采购项目合同公告,1699322549000,+rRzjLIgWgEnDcqIHziPAg==,0
149,义乌机场停机坪高杆灯更新改造项目中标结果公告,1699262230000,ADB5QGB9F3CHwRfYWdGYOA==,0
150,关于浙江义乌市自来水有限公司水质在线仪表试剂采购项目的公开招标公告[义乌产权交易所有限公司],1699258060000,9L5p34HzzBoUt8ok3gMqjA==,0
151,关于义乌市恒风传媒科技有限公司车身广告喷漆板房项目采购项目的公开招标公告[义乌产权交易所有限公司招投标中心],1699249324000,jGgNJ1L+zqgXOv2L26Vz5A==,0
152,关于义乌市第二自来水有限公司试剂耗材采购项目中标(成交)结果公告[义乌产权交易所有限公司招投标中心],1699243295000,eq7qK2PRi/V1koSFXhA7Uw==,0
153,关于义乌市自来水安装工程有限公司2023年钢制管件采购项目的公开招标公告[义乌产权交易所有限公司招投标中心],1699237074000,PRdHeTNWwHRgJgBRUMrxlw==,0
154,关于319省道义乌至江山公路江山杨敦段改建工程两阶段设计咨询的磋商公告（非政府采购项目）[建经投资咨询有限公司],1699000141000,PFk9r7Kf4EEsUfzOkDQjeQ==,0
155,关于浙江义乌市自来水有限公司2023年度招标代理和造价咨询服务采购项目的公开招标公告[义乌产权交易所有限公司招投标中心],1698994015000,rurYsdsO1eoQ+jvC877s4Q==,0
156,关于义乌市排水有限公司窨井盖公众责任险采购项目废标公告[义乌产权交易所有限公司招投标中心],1698993952000,lvI4Fuc9cmWW+Ag/7QM9fQ==,0
157,义乌市国有资本运营有限公司厨房设备采购项目合同公告,1698986790000,W+aq4w1mUHOw5KQ9meXCwQ==,0
158,关于义乌市水处理有限责任公司2023-2024年度液体氯化钙药剂采购项目废标公告[义乌产权交易所有限公司招投标中心],1698985312000,nPG37lNeRTKQ3McC902zYg==,0
159,2023年义乌机场消防救援设备采购项目采购公告,1698913765000,O1Gnjtl3RqdIAW2Mj3czmw==,0
160,关于义乌市幸富环境服务有限公司后宅街道部分社区清扫保洁及垃圾清运市场化采购项目项目的公开招标公告[义乌产权交易所有限公司招投标中心],1698905960000,xTTgXHRubCRUiHngzei8ug==,0
161,关于义乌市自来水安装工程有限公司2023年螺丝螺帽等零星材料采购项目废标公告[义乌产权交易所有限公司],1698904473000,Dla1imbzPMOVKRzAFdhrfw==,0
162,义乌市自来水安装工程有限公司2023年闸阀、蝶阀等阀门采购项目合同公告,1698895486000,irdx7B9z3V9NspuZXhC+CQ==,0
163,义乌城投工程项目管理信息化平台二期采购公告,1698894068000,MG5X1yd/0lB1QVGiqFBxpg==,0
164,关于义乌復元医院及浙江师范大学婺州外国语学校超市供货服务项目的成交结果公告（非政府采 购）[浙江金华阳光招标代理有限公司],1698827410000,hDjIGPzPmpQlchQSNGUeDQ==,0
165,中国银行股份有限公司义乌市分行2024年工作服洗涤服务采购项目采购公告,1698826765000,nI27qlHjvxBgJ+XKjxi/sw==,0
166,关于义乌市环境集团有限公司环卫工作服采购项目的更正公告[义乌产权交易所有限公司招投标中心],1698801344000,2hPDvLaxqlYO626TKxy1AQ==,0
167,金华至义乌铁路三、四线及引入相关工程（金东段）涉及孝顺镇被征收农户、企业房屋拆除服务单位选定项目的中标结果公告（非政府采购项目）,1698742319000,9eqJwKzgFLvdnfUYjyZ75w==,0
168,义乌市消防救援支队火灾调查模块装备采购项目采购公告,1698731569000,PhmgpE3TE4djLlNFaGvMpQ==,0
169,关于义乌国际陆港物流园1-72#地块（雪峰润园）前期物业管理采购项目的公开招标公告[义乌产权交易所有限公司招投标中心],1698721810000,vKoXkVs2ZNysz+oo9fgtkw==,0
