num,title,publishDate,articleId,isYW
45,关于义乌市教育局中小学学生用作业本采购项目的公开招标公告[义乌市政府采购中心],1699346061000,MferszfgtZ8mGgxVKBop0A==,0
46,关于义乌市公安局2024年度民警、职工、辅警意外伤害、重大疾病等保险采购项目的公开招标公告[浙江至诚工程咨询有限责任公司],1699338208000,cJRMhfbkPJ9NrRB1zy5glg==,0
47,关于浙江省机电技师学院增材制造实训室建设的公开招标公告[义乌市政府采购中心],1699260190000,sfKjnFsc5/Pc0Tu3VL7UCw==,0
48,关于义乌市市场监督管理局叉车安全监控采购项目的公开招标公告[浙江至诚工程咨询有限责任公司],1699258626000,scq4eGljKLl2t7b3jBk18w==,0
49,关于义乌市人民法院Ｅ码治理采购项目的公开招标公告[义乌市政府采购中心],1699237620000,/408MahCPRxoUUpyU4412Q==,0
50,关于浙江大学医学院附属第四医院彩色多普勒超声诊断仪采购的公开招标公告[义乌市政府采购中心],1699009093000,/vrElsaMb++OsCVt02tMrA==,0
51,关于义乌市公安局2023年“雪亮工程”扩量项目的公开招标公告[义乌市政府采购中心],1698992077000,dfgepWppyADd+j+YK/YF6g==,0
52,关于义乌市中心医院钢质防火门采购的公开招标公告[浙江开平企业管理咨询有限公司],1698991901000,oPNOmareEa1rFdl1ffxI2Q==,0
53,关于义乌市中心医院高端智能综合模拟人采购项目的公开招标公告[义乌市政府采购中心],1698893521000,fCphwElohrAyVKsPB0ApuQ==,0
54,关于浙江省机电技师学院数字化校园（二期）建设采购的公开招标公告[义乌市政府采购中心],1698826661000,wsZcbLlGC2EUnVnDnBPz6Q==,0
55,关于浙江省机电技师学院数字化校园技防和数字化校园多媒体设备资源（第二期）建设采购的公开招标公告[义乌市政府采购中心],1698826654000,KEQ4fKikPrpKOlb7JIOLYg==,0
56,关于浙江大学医学院附属第四医院医共体廿三里院区电子胃肠镜采购项目的公开招标公告[义乌市政府采购中心],1698823381000,Lyszm6w3bieJ9AQilvqYZw==,0
57,关于浙江大学医学院附属第四医院医共体廿三里院区Ｘ线摄影设备（DR）采购项目的公开招标公告[义乌市政府采购中心],1698823373000,BKozhytdYfS+sC+5po8zcA==,0
58,关于浙江省机电技师学院世赛货运代理竞赛体系建设项目的公开招标公告[义乌市政府采购中心],1698394797000,0G65gcB2yvOHFqWV0QJyYg==,0
59,关于义乌市福田街道消防技术服务采购项目的公开招标公告[浙江明达工程造价咨询有限公司],1698389077000,0lJHhC2wG5cxWhwxO0vsQA==,0
60,关于义乌市福田街道出租房管理服务采购项目的公开招标公告[浙江明达工程造价咨询有限公司],1698388980000,tRURg54DxTVGPt1uU5hwiw==,0
61,关于义乌市数字督考系统采购项目的公开招标公告[浙江至诚工程咨询有限责任公司],1698302447000,8AAIhLhwqykZXaiYu9mL4w==,0
62,关于义乌市公园定向音响系统集成采购项目的公开招标公告[浙江至诚工程咨询有限责任公司],1698198697000,em4iyx50tMVsazOpn5ZIGg==,0
63,关于浙江省机电技师学院无人机协同创新实训基地采购项目的公开招标公告[义乌市政府采购中心],1698138208000,igkysCnubnSM0WhfMlaFOw==,0
64,关于义乌市九龙联动治水试点项目的公开招标公告[浙江至诚工程咨询有限责任公司],1698120012000,ZS9BYCaCSQOCkkvF/26s3A==,0
65,关于义乌市义亭镇工业区2024-2025年度清扫保洁及垃圾清运服务项目的公开招标公告[浙江至诚工程咨询有限责任公司],1698116320000,9vKThAcw9cBV25x7Z7SB6Q==,0
66,关于义乌市义亭镇镇区2024-2025年度清扫保洁及垃圾清运服务项目的公开招标公告[浙江至诚工程咨询有限责任公司],1698116312000,gHv/vRWOiEhiE/mPck2/sw==,0
67,关于义乌工商职业技术学院图书馆气体灭火装置采购项目的公开招标公告[浙江科信联合工程项目管理咨询有限公司],1698043184000,9216iQrP7LHRZmS5E66DZQ==,0
68,关于义乌市北苑街道花园社区清扫保洁服务项目的公开招标公告[浙江宏誉工程咨询有限公司],1697790860000,x4Z7bKbk0DibEwNPRpHfWQ==,0
69,关于浙江省机电技师学院云计算教学竞赛实训平台建设采购的公开招标公告[义乌市政府采购中心],1697788670000,pLPRYYImLulMuJlRohw2fw==,0
70,关于义乌工商职业技术学院智慧教室建设采购的公开招标公告[浙江开平企业管理咨询有限公司],1697785414000,HcC51tTCrQv0Z1ZiViZZng==,0
71,关于金华市生态环境局义乌分局14个乡镇（街道）空气自动监测站运维服务项目的公开招标公告[浙江至诚工程咨询有限责任公司],1697779628000,XpWZaCdik6b7DQ2vknnR5w==,0
72,关于义乌市赤岸镇人民政府义乌市赤岸镇镇政府区域安保服务采购项目的公开招标公告[浙江至诚工程咨询有限责任公司],1697769180000,woCAwbRi3XdevDNBZMBnFw==,0
73,关于义乌残联阳光家园彩超采购的公开招标公告[浙江开平企业管理咨询有限公司],1697612783000,FqQGhQU4T+2Rie7lCtB54g==,0
74,关于义乌工商职业技术学院工业互联网实训平台采购的公开招标公告[浙江开平企业管理咨询有限公司],1697612772000,lodyhUfBQTwUj+oxEi3HXg==,0
75,关于义乌市教育局校园及周边安全防控“一件事”系统（智慧平安校园）采购项目的公开招标公告[义乌市政府采购中心],1697549487000,WTFARzKUmMmCoK3HYYzUEw==,0
76,关于义乌市第二人民医院DR体检车采购的公开招标公告[义乌市政府采购中心],1697509854000,zlpAvrqp1Cy691uHApVs3A==,0
77,关于义乌市省级以上自然保护地生物多样性长期监测样地建设项目的公开招标公告[浙江至诚工程咨询有限责任公司],1697181086000,QUSc9HD928AwniC7+s23Hg==,0
78,关于义乌市国有土地上房屋征收中心新建房屋建筑白蚁防治服务项目的公开招标公告[浙江科信联合工程项目管理咨询有限公司],1697094064000,dqxT4X8znlWyqLGqUo5/Lg==,0
79,关于义乌市市场监督管理局叉车安全监控采购项目的公开招标公告[浙江至诚工程咨询有限责任公司],1697077973000,sA6jYvWRBMJwNoAbYXREDw==,0
80,关于义乌市商务局市场采购联网信息平台（2023年）建设项目的公开招标公告[浙江至诚工程咨询有限责任公司],1697077949000,NCAe4ptdu1PxPQITaKJjFQ==,0
81,关于义乌市中心医院医共体后宅院区医用红外热像仪采购的公开招标公告[浙江开平企业管理咨询有限公司],1697012095000,WILUmCIUisCCZbt9QCBvUA==,0
82,关于2023年义乌市北苑街道辖区内绿化养护服务项目的公开招标公告[杭州市建设工程管理集团有限公司],1697011500000,JUarTIT6axtMR1dUxfGLRw==,0
83,关于义乌市黎明湖环湖片区概念规划及控规采购项目的公开招标公告[浙江至诚工程咨询有限责任公司],1696922721000,YEmbstRqmFgEuyzxziwHBw==,0
84,关于义乌市中心医院内窥镜系统采购项目的公开招标公告[义乌市政府采购中心],1696921407000,8t+QtLk/X0EQm9FWWV6pgQ==,0
85,关于义乌市福田街道2023年宗宅社区清扫保洁服务项目（第二次招标）的公开招标公告[浙江至诚工程咨询有限责任公司],1696850883000,j/qI2esWfKdt7BB7lmA6vw==,0
86,关于义乌市人民法院库房升级改造采购项目的公开招标公告[浙江至诚工程咨询有限责任公司],1696834962000,Kh4zg0jre7htxgH2sC0sYA==,0
87,关于义乌市福田街道道路交通安保服务采购项目的公开招标公告[义乌新纪元工程咨询有限公司],1696834180000,VETnMKun1GGvYd8sQfaadA==,0
88,关于义乌市佛堂镇塔山陵园骨灰存放架采购及安装项目的公开招标公告[浙江至诚工程咨询有限责任公司],1696824428000,tZXjk7IGtaV3WAd1sSqauw==,0
89,关于义乌市城西街道办事处消防车采购项目的公开招标公告[浙江至诚工程咨询有限责任公司],1696752290000,RASiud1vMXyTznb06pIJug==,0
90,关于义乌市大安全大应急数字智治系统项目采购的公开招标公告[浙江开平企业管理咨询有限公司],1696735414000,fLDWNJG6Q4W40P/eKr1oig==,0
91,关于义乌市福田街道全国第五次经济普查第三方服务采购项目的公开招标公告[浙江至诚工程咨询有限责任公司],1696730914000,WR3W036b6viC0bvtQjn8XA==,0
92,关于义乌市中心医院关节镜高清成像、刨削动力及射频消融系统等设备采购项目的公开招标公告[义乌市政府采购中心],1695888168000,wIXf3cHfRcpgcc47hIbzuQ==,0
93,关于义乌市后宅街道社区卫生服务中心2023年度安保服务外包采购的公开招标公告[浙江开平企业管理咨询有限公司],1695883001000,Q3UuFKZLTlzOXVPc+srr6Q==,0
94,关于义乌市中心医院医共体后宅院区钬激光治疗机采购的公开招标公告[浙江开平企业管理咨询有限公司],1695882862000,yf/eHVCgHvMjswguUioceQ==,0
95,关于义乌市自然资源征收中心职能转移服务采购项目的公开招标公告[浙江明达工程造价咨询有限公司],1695879844000,Xv+O4AmpxU1P1AuTiENHyQ==,0
96,关于义乌市社会治理“智哨”指挥系统（二期）的公开招标公告[浙江至诚工程咨询有限责任公司],1695809544000,kx5+r46uNKsbzNewHdGasA==,0
97,关于义乌市园地草地林地定级和基准地价制定有关工作采购项目的公开招标公告[浙江至诚工程咨询有限责任公司],1695802932000,66t5T+uz+4e9642omO8gZA==,0
98,关于义乌市智慧自然资源综合管理信息系统二期项目的公开招标公告[浙江至诚工程咨询有限责任公司],1695798138000,KsCC9iAZEPZva2LojGafww==,0
99,关于义乌工商职业技术学院人工智能图像采集处理与数据标注实训平台采购项目的公开招标公告[浙江科信联合工程项目管理咨询有限公司],1695712581000,PtdCSmiYGA0ZHrTZ8NfCTg==,0
100,关于义乌市“地信智服”地图管理子场景项目的公开招标公告[浙江至诚工程咨询有限责任公司],1695697530000,h1RonVXAF8i2lSRidMp3Rg==,0
101,关于义乌工商职业技术学院CAD、CAM教学实训平台采购项目的公开招标公告[浙江科信联合工程项目管理咨询有限公司],1695630227000,Dxv+sfPU2MinhIe01XeBtw==,0
102,关于义乌市中心医院办公用纸采购项目的公开招标公告[义乌市政府采购中心],1695609605000,0R7a3uUAOZCX31Zz8bs+7g==,0
103,关于义乌市北苑街道花园社区清扫保洁服务项目的公开招标公告[浙江宏誉工程咨询有限公司],1695373344000,1a1ZmO5NHvdgwLdGg6z4UQ==,0
104,关于浙江省机电技师学院无人机协同创新实训基地采购项目的公开招标公告[义乌市政府采购中心],1695369613000,BR6jayIy4UuS4I9R0mADRA==,0
105,关于义乌市福田街道2023年兴隆社区清扫保洁服务项目的公开招标公告[浙江诚远工程咨询有限公司],1695355367000,qoskIEXf2eUa7bpVf3dEDQ==,0
106,关于义乌市省级以上自然保护地生物多样性长期监测样地建设项目的公开招标公告[浙江至诚工程咨询有限责任公司],1695283857000,kDLmvjpMHmFZ+ptOLS4ESQ==,0
107,关于义乌工商职业技术学院电脑项目的公开招标公告[义乌市政府采购中心],1695280167000,vkXppuT400VnbhWLcwhRiw==,0
108,关于义乌市生态系统生产总值（GEP)核算及生态产品价值实现实施方案编制项目的公开招标公告[浙江至诚工程咨询有限责任公司],1695112696000,JxdpVeU/IFLK9xKPqbAbyA==,0
109,关于义乌市气象局2023年监测预报能力提升工程（X波段天气雷达）采购项目的公开招标公告[浙江省成套招标代理有限公司],1695112101000,pCzH2etlu55yafBHoLZxGg==,0
110,关于义乌市中心医院4K荧光高清腹腔镜设备及4K胸腹腔镜系统采购项目的公开招标公告[义乌市政府采购中心],1695111268000,jmGa+g9ofwsBH+i2yTp3Kw==,0
111,关于义乌工商职业技术学院机器人仿真实训平台采购的公开招标公告[浙江开平企业管理咨询有限公司],1695022781000,gwahf4iWqP5iYGlEvCR+FQ==,0
112,关于义乌市妇幼保健院妇保感觉统合训练室（运动）采购的公开招标公告[浙江开平企业管理咨询有限公司],1695015016000,c8MqhPeV9Gl+E2uZccICSg==,0
113,关于义乌市“耕地智保”应用场景高空监控服务采购项目的公开招标公告[浙江至诚工程咨询有限责任公司],1694851014000,ZdPqyG19RLJ/FL36ftwgIw==,0
114,关于义乌市福田街道2023年宗宅社区清扫保洁服务项目的公开招标公告[浙江至诚工程咨询有限责任公司],1694763887000,gbxtj39nLya6MGaateilCg==,0
115,关于义乌市公安局物证鉴定室勘查检验设备采购项目的公开招标公告[义乌市政府采购中心],1694761502000,8AilgUzpVp/VvJQUUstfWA==,0
116,关于义乌市中心医院医共体后宅院区等离子电切镜系统采购的公开招标公告[浙江开平企业管理咨询有限公司],1694676714000,QikyS527Y6JS7tstJS5hsA==,0
117,关于义乌市福田街道（区块一、区块二）雨污水管网运维服务采购项目的公开招标公告[浙江至诚工程咨询有限责任公司],1694499823000,sDPC6tBhAQi1ez4y5VEdSw==,0
118,关于义乌市教育研修院义乌市智慧联接教共体系统的公开招标公告[义乌市政府采购中心],1694138636000,OXWhyLWi/imLf++vlErP/Q==,0
119,关于义乌市福田书院精品录播设备采购及安装项目的公开招标公告[浙江至诚工程咨询有限责任公司],1694132754000,tzzAIskuqv/L4pLKr8xzng==,0
120,关于义乌市教育考试院中考标准化考场建设采购项目的公开招标公告[义乌市政府采购中心],1694072782000,uID73BlqpP7yTSSTfjS7Zg==,0
121,关于义乌市雪峰中学空调采购项目的公开招标公告[义乌市政府采购中心],1694071667000,oGNAq/DP0zYeraHaxA7ThQ==,0
122,关于义乌市普通省道网命名编号调整项目的公开招标公告[浙江省成套招标代理有限公司],1694062776000,BKdUXldubv1XXuzVb3OAyQ==,0
123,关于义乌市福田街道社会治安监控服务采购项目的公开招标公告[浙江至诚工程咨询有限责任公司],1693896945000,KQADrSWcaVfkrrgA81bZyA==,0
124,关于义乌市2023-2025年印刷服务开放式框架协议采购项目的征集公告[义乌市政府采购中心],1693811410000,CdZFQ7BvIP2YmNih6RfChQ==,0
125,关于义乌市中心医院医共体后宅院区钬激光治疗机采购的公开招标公告[浙江开平企业管理咨询有限公司],1693808036000,1kQ/rqePyKUK2iBvnz0FBg==,0
126,关于义乌市稠城街道区域安保服务采购项目的公开招标公告[浙江至诚工程咨询有限责任公司],1693796852000,seZHNQTfIX/O6qkQY+qr8w==,0
127,关于义乌市农村公路网布局规划采购项目的公开招标公告[浙江省成套招标代理有限公司],1693554370000,uj2/NLHJQhpPYiGHtXSSYQ==,0
128,关于义乌市稠城街道全国第五次经济普查第三方服务采购项目的公开招标公告[浙江至诚工程咨询有限责任公司],1693463067000,JeB+ypzVpivRQHFViSgaXA==,0
129,关于义乌工商职业技术学院CAD、CAM教学实训平台采购项目的公开招标公告[浙江科信联合工程项目管理咨询有限公司],1693377895000,KO4Rbr3zKXty5clrQD2Avw==,0
130,关于义乌市教育研修院安全防御设备采购项目的公开招标公告[浙江至诚工程咨询有限责任公司],1693358268000,6HXYyonJP9YBClCbKzCcHg==,0
131,关于义乌市人民政府福田街道办事处义乌市福田街道荷叶塘、下骆宅、尚经共建委、浙四医院等单位生活垃圾及农村两定四分点位垃圾清运项目的公开招标公告[浙江明达工程造价咨询有限公司],1693294624000,e3JuSnHGJan5vwPtUpVVxg==,0
132,关于义乌市公安局网络安全等保加固项目的公开招标公告[义乌市政府采购中心],1693294415000,2GCLy0LOMefTTpazi6duew==,0
133,关于义乌市中心医院钢质防火门采购的公开招标公告[浙江开平企业管理咨询有限公司],1693293357000,KE193BD+pEMsmoVOb4mwog==,0
134,关于义乌市公安局交通警察大队道路监控应急更新设备采购项目的公开招标公告[浙江至诚工程咨询有限责任公司],1693293273000,6OYIxkUfxNc9NKOgeWU+2w==,0
135,关于义乌市廿三里街道土壤污染状况调查服务采购的公开招标公告[浙江开平企业管理咨询有限公司],1693292399000,/DZCNpvA1WLCrjnHm/8KBQ==,0
136,关于义乌工商职业技术学院数字贸易实训基地环境优化及文化提升采购的公开招标公告[浙江开平企业管理咨询有限公司],1693203583000,NjLOhCIMtburgCl/AlrmiQ==,0
137,关于义乌市中心医院医疗责任险采购的公开招标公告[浙江开平企业管理咨询有限公司],1692949472000,Mv7hx5+8ie/gVzJwxJ5qoQ==,0
138,关于义乌工商职业技术学院电脑项目的公开招标公告[义乌市政府采购中心],1692948077000,gFk7G3M+PM0thFs4yqsgKQ==,0
139,关于义乌公园智慧共享一期建设项目的公开招标公告[浙江蓝顶工程咨询有限公司],1692948023000,glvYioh/efujLNcZC5UXfQ==,0
140,关于义乌市公安局“雪亮工程”项目（三期）采购项目的公开招标公告[义乌市政府采购中心],1692861395000,/iiWKOWqoI7s9yHQOxA+mA==,0
141,关于义乌市中心医院零星广告用品设计及制作项目采购的公开招标公告[浙江开平企业管理咨询有限公司],1692776956000,5e6OB2E0JOM4UmaG8zH1EQ==,0
142,关于义乌市稠江街道道路交通安保服务采购项目的公开招标公告[义乌新纪元工程咨询有限公司],1692771412000,BNe+Q42H5jbB6w1s0QeK9g==,0
143,关于义乌市中心医院体外冲击波碎石机采购的公开招标公告[浙江开平企业管理咨询有限公司],1692771172000,uSBg6bHvONrCPqt7VTOiSg==,0
144,关于义乌市苏溪镇镇区公共绿地养护服务采购项目的公开招标公告[义乌国信房地产估价勘测咨询有限公司],1692755108000,6Db6qs0ET2o2nhflNHDeMw==,0
145,关于义乌市中心医院飞利浦DSA维保服务采购的公开招标公告[浙江开平企业管理咨询有限公司],1692687131000,ne1cHUG8TL+eVr/chMuDkA==,0
146,关于义乌市福田街道2023年振兴社区北区清扫保洁服务项目的公开招标公告[浙江至诚工程咨询有限责任公司],1692686907000,nc43yac3CM4xr9eow1yD5A==,0
147,关于2023年义乌市城市国土空间监测项目的公开招标公告[浙江至诚工程咨询有限责任公司],1692686899000,yyaFT0SCVdXCRQFzXXovog==,0
148,关于义乌市福田街道2023年下骆宅社区清扫保洁服务项目的公开招标公告[浙江至诚工程咨询有限责任公司],1692686891000,BAuyVY1nPALRR8mH5RWkkg==,0
149,关于义乌市耕地保护利用规划（2023-2027年）、国土空间生态修复规划（2021-2035年）采购项目的公开招标公告[浙江至诚工程咨询有限责任公司],1692686863000,4vOSPyR/VUkvlYLSbx/NHw==,0
150,关于义乌市后宅街道北站未来社区运营服务项目的公开招标公告[浙江至诚工程咨询有限责任公司],1692326928000,3Z7mAPEGptciKkTifdaYqA==,0
151,关于义乌市公安局浙里移民系统的公开招标公告[义乌市政府采购中心],1692262056000,uGHfIOTEzBEjXoDM2IkjJw==,0
152,关于义乌工商职业技术学院摩洛哥海外分校建设全流程服务与咨询采购的公开招标公告[浙江开平企业管理咨询有限公司],1692170897000,bSLJW690kLICfLVPnOCMcQ==,0
153,关于浙江大学医学院附属第四医院10X Genomics单细胞免疫组库和空间转录组的院外测试化验加工服务项目的公开招标公告[义乌市政府采购中心],1692155218000,/TMN1NMq+MuecGm0E8c8XA==,0
154,关于义乌市教育局义乌市教育系统“智慧办公”系统（e智办）项目的公开招标公告[义乌市政府采购中心],1692068848000,udws2P9zkKgkeBYiJcRiRA==,0
155,关于《义乌智慧市政》建设项目的公开招标公告[浙江至诚工程咨询有限责任公司],1691562345000,rZqDTNIzTUVb7CPe6wHVnA==,0
156,关于义乌市公安局汽车配件采购项目的公开招标公告[浙江至诚工程咨询有限责任公司],1691140770000,CEysUfsYLEKVKRXe9RpbAg==,0
157,关于义乌市稠城街道社区卫生服务中心物业管理服务采购项目的公开招标公告[义乌市政府采购中心],1691139846000,+yT5n7Y3f6KcmgCgzWmq9A==,0
158,关于义乌市妇幼保健院液相色谱-串联质谱仪采购项目的公开招标公告[义乌市政府采购中心],1691138043000,uM3weVPAQgtHkc2sJMNQnw==,0
159,关于义乌市中心医院医疗责任险采购的公开招标公告[浙江开平企业管理咨询有限公司],1691137130000,+DW2YoHfn/MJkvC/D9yFZA==,0
160,关于义乌市苏溪镇老年配送餐服务采购项目的公开招标公告[义乌国信房地产估价勘测咨询有限公司],1691042952000,bL5w+ZjLdHlYeUMa5SlQbA==,0
161,关于义乌市北苑街道四季社区智慧健康站建设项目的公开招标公告[浙江宏誉工程咨询有限公司],1690535319000,geRwiKfrzsfI2xO2bnkqIQ==,0
162,金华（义乌）国家综合货运枢纽补链强链城市试点建设管理咨询和绩效评估项目的公开招标公告,1690533340000,9u2rIZODSrXjug5n7JOyMQ==,0
163,关于义乌市人民检察院公开听证室建设项目采购的公开招标公告[浙江开平企业管理咨询有限公司],1690528786000,M3C07exAJib4O+2vqVSlag==,0
164,关于义乌市综合行政执法局执法通租赁（2023-2024）采购项目的公开招标公告[义乌市政府采购中心],1690421711000,B1q72DGtFeSceqdvasET2g==,0
165,关于义乌市教育局校园安保服务采购项目的公开招标公告[义乌市政府采购中心],1690348660000,+bQ3egzcSQhLRdxY9aLXsg==,0
166,关于义乌市人力资源和社会保障信息中心义安薪管理服务在线平台建设采购项目的公开招标公告[浙江至诚工程咨询有限责任公司],1690274224000,kZVRVJgdVFEoWdr5R/zCKQ==,0
167,关于义乌市中心医院钢质防火门采购的公开招标公告[浙江开平企业管理咨询有限公司],1690268906000,SqnGnOix9UGyQO8eANqSGQ==,0
